Surah,Ayah,Tags,Category,Emotion,Context
34,15,"Gratitude, Mercy, Forgiveness, Lessons from history, Nations, Prophets",History & Stories (Qasas al-Anbiya),Gratitude,Historical story
34,16,"Punishment, Gratitude, Lessons from history, Nations, Prophets, Disbelief, Mercy",History & Stories (Qasas al-Anbiya),Sadness,Historical story
34,17,"Punishment, Disbelief, Lessons from history, Nations, Justice",History & Stories (Qasas al-Anbiya),Fear,Historical story
34,18,"Guidance, Mercy, Power, Wisdom, Lessons from history, Nations",Divine Attributes & Signs (Asma wa Sifat),Awe,Historical story
34,19,"Dua, Punishment, Lessons from history, Patience, Gratitude, Nations, Prophets",History & Stories (Qasas al-Anbiya),Awe,Historical story
34,20,"Misguidance, Faith, Disbelief, Prophets, Lessons from history, Hypocrisy",History & Stories (Qasas al-Anbiya),Sadness,Historical story
34,21,"Faith, Disbelief, Accountability, Mercy, Knowledge, Power, Wisdom",Eschatology (Akhirah),Awe,Spiritual reminder
34,22,"Tawheed, Disbelief, Power, Guidance, Misguidance",Faith (Aqeedah),Awe,Makki Revelation
34,23,"Tawheed, Accountability, Resurrection, Heaven, Hell, Power, Wisdom, Fear, Guidance",Eschatology (Akhirah),Fear,Eschological context
34,24,"Tawheed, Guidance, Misguidance, Prophethood",Faith (Aqeedah),Awe,Makki Revelation
34,25,"Accountability, Justice, Prophethood",Eschatology (Akhirah),Awe,Eschological context
34,26,"Justice, Resurrection, Accountability, Divine Attributes, Knowledge, Power, Wisdom",Eschatology (Akhirah),Hope,Eschological context
34,27,"Tawheed, Disbelief, Guidance, Power, Wisdom",Faith (Aqeedah),Awe,Makki Revelation
34,28,"Prophethood, Guidance, Disbelief, Mercy, Revelation",Faith (Aqeedah),Awe,Makki Revelation
34,29,"Disbelief, Resurrection, Accountability, Punishment, Prophethood",Eschatology (Akhirah),Fear,Makki Revelation
34,30,"Resurrection, Accountability, Punishment, Fear, Hope",Eschatology (Akhirah),Fear,Eschological context
34,31,"Disbelief, Resurrection, Accountability, Punishment, Justice, Lessons from history, Prophethood, Revelation",Eschatology (Akhirah),Fear,Eschological context
34,32,"Disbelief, Misguidance, Accountability, Punishment, Hypocrisy, Lessons from history",Eschatology (Akhirah),Anger at Injustice,Eschological context
34,33,"Disbelief, Punishment, Accountability, Lessons from history, Hell, Hypocrisy, Guidance, Misguidance",Eschatology (Akhirah),Fear,Eschological context
34,34,"Prophethood, Disbelief, Lessons from history, Nations, Prophets",History & Stories (Qasas al-Anbiya),Sadness,Historical story
34,35,"Disbelief, Punishment, Accountability, Power, Wealth, Family",Eschatology (Akhirah),Arrogance,Eschological context
34,36,"Tawheed, Power, Knowledge, Mercy, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
34,37,"Faith, Reward, Heaven, Accountability, Disbelief, Guidance",Eschatology (Akhirah),Hope,Spiritual reminder
34,38,"Disbelief, Punishment, Hell, Revelation, Power, Fear",Eschatology (Akhirah),Fear,Eschological context
34,39,"Tawheed, Gratitude, Mercy, Reward, Power, Hope",Divine Attributes & Signs (Asma wa Sifat),Hope,Spiritual reminder
34,40,"Tawheed, Prophethood, Resurrection, Accountability, Disbelief, Hypocrisy",Eschatology (Akhirah),Fear,Eschological context
34,41,"Tawheed, Disbelief, Prophethood, Lessons from history, Misguidance, Faith",History & Stories (Qasas al-Anbiya),Awe,Historical story
34,42,"Hell, Punishment, Disbelief, Accountability, Resurrection",Eschatology (Akhirah),Fear,Eschological context
34,43,"Prophethood, Revelation, Disbelief, Misguidance, Hypocrisy",Faith (Aqeedah),Anger at Injustice,Makki Revelation
34,44,"Prophethood, Revelation, Disbelief, Guidance, Misguidance, Lessons from history",Faith (Aqeedah),Sadness,Makki Revelation
34,45,"Disbelief, Prophethood, Punishment, Lessons from history, Nations, Prophets",History & Stories (Qasas al-Anbiya),Fear,Historical story
34,46,"Tawheed, Prophethood, Guidance, Fear, Accountability, Punishment, Wisdom",Faith (Aqeedah),Fear,Spiritual reminder
34,47,"Prophethood, Tawheed, Honesty, Humility",Faith (Aqeedah),Humility,Spiritual reminder
34,48,"Tawheed, Revelation, Knowledge, Power, Prophethood",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
34,49,"Tawheed, Prophethood, Revelation, Truth, Disbelief, Guidance, Misguidance",Faith (Aqeedah),Determination,Makki Revelation
34,50,"Prophethood, Revelation, Guidance, Misguidance, Faith, Humility, Dua","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Humility,Spiritual reminder
34,51,"Fear, Punishment, Hell, Accountability, Resurrection",Eschatology (Akhirah),Fear,Eschological context
34,52,"Hypocrisy, Disbelief, Faith, Prophethood",Faith (Aqeedah),Fear,Eschatological context
34,53,"Disbelief, Prophethood, Misguidance, Revelation",Faith (Aqeedah),Sadness,Spiritual reminder
34,54,"Lessons from history, Disbelief, Misguidance, Punishment, Hypocrisy",History & Stories (Qasas al-Anbiya),Fear,Historical story
35,1,"Tawheed, Divine Attributes, Power, Mercy, Gratitude, Knowledge, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
35,2,"Tawheed, Mercy, Power, Wisdom, Faith",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
35,3,"Tawheed, Gratitude, Mercy, Power, Guidance, Disbelief",Faith (Aqeedah),Gratitude,Spiritual reminder
35,4,"Prophethood, Lessons from history, Disbelief, Patience, Guidance",Faith (Aqeedah),Patience,Spiritual reminder
35,5,"Faith, Disbelief, Guidance, Misguidance, Heaven, Hell, Accountability, Reward, Punishment, Mercy, Hope, Fear",Eschatology (Akhirah),Fear,Spiritual reminder
35,6,"Hell, Punishment, Misguidance, Faith, Disbelief, Guidance",Eschatology (Akhirah),Fear,Spiritual reminder
35,7,"Disbelief, Faith, Reward, Punishment, Heaven, Hell, Accountability, Mercy, Forgiveness",Eschatology (Akhirah),Fear,Eschological context
35,8,"Guidance, Misguidance, Faith, Disbelief, Knowledge, Power, Wisdom, Patience",Faith (Aqeedah),Patience,Spiritual reminder
35,9,"Tawheed, Resurrection, Mercy, Power, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
35,10,"Tawheed, Power, Reward, Punishment, Faith, Disbelief, Guidance, Misguidance",Faith (Aqeedah),Awe,Spiritual reminder
35,11,"Tawheed, Knowledge, Power, Mercy, Family, Marriage",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
35,12,"Gratitude, Mercy, Guidance, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
35,13,"Tawheed, Divine Attributes & Signs, Power, Wisdom, Disbelief",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
35,14,"Tawheed, Disbelief, Hypocrisy, Resurrection, Accountability, Dua",Eschatology (Akhirah),Fear,Eschological context
35,15,"Tawheed, Humility, Gratitude, Faith",Faith (Aqeedah),Awe,Spiritual reminder
35,16,"Tawheed, Power, Mercy, Resurrection, Accountability",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
35,17,"Tawheed, Power, Mercy, Knowledge, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
35,18,"Accountability, Justice, Prayer, Fear, Guidance, Faith",Eschatology (Akhirah),Fear,Spiritual reminder
35,19,"Guidance, Misguidance, Faith, Disbelief, Knowledge, Wisdom",Faith (Aqeedah),Awe,Spiritual reminder
35,20,"Tawheed, Divine Attributes & Signs, Guidance, Knowledge",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
35,21,"Divine Attributes & Signs, Knowledge, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
35,22,"Tawheed, Prophethood, Resurrection, Divine Attributes, Power, Knowledge",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
35,23,"Prophethood, Guidance, Revelation",Faith (Aqeedah),Determination,Makki Revelation
35,24,"Prophethood, Guidance, Nations, Lessons from history, Revelation",Faith (Aqeedah),Determination,Makki Revelation
35,25,"Prophethood, Revelation, Disbelief, Lessons from history, Prophets, Nations",History & Stories (Qasas al-Anbiya),Comfort,Makki Revelation
35,26,"Punishment, Disbelief, Lessons from history, Prophethood, Power",History & Stories (Qasas al-Anbiya),Awe,Historical story
35,27,"Tawheed, Divine Attributes & Signs, Gratitude, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
35,28,"Tawheed, Knowledge, Fear, Divine Attributes, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
35,29,"Revelation, Prayer, Zakat, Trade, Hope, Reward, Faith",Worship (‘Ibadah),Hope,Spiritual reminder
35,30,"Reward, Mercy, Forgiveness, Gratitude, Tawheed",Divine Attributes & Signs (Asma wa Sifat),Hope,Spiritual reminder
35,31,"Revelation, Tawheed, Prophethood, Faith, Divine Attributes & Signs",Faith (Aqeedah),Awe,Spiritual reminder
35,32,"Revelation, Inheritance, Justice, Faith, Reward, Mercy, Guidance",Faith (Aqeedah),Gratitude,Spiritual reminder
35,33,"Heaven, Reward, Mercy, Faith",Eschatology (Akhirah),Hope,Eschological context
35,34,"Gratitude, Forgiveness, Mercy, Heaven, Reward",Eschatology (Akhirah),Gratitude,Eschological context
35,35,"Gratitude, Heaven, Mercy, Reward, Tawheed",Eschatology (Akhirah),Gratitude,Eschological context
35,36,"Hell, Punishment, Disbelief, Accountability, Resurrection",Eschatology (Akhirah),Fear,Eschological context
35,37,"Hell, Punishment, Accountability, Resurrection, Disbelief, Dua, Fear, Lessons from history",Eschatology (Akhirah),Fear,Eschological context
35,38,"Tawheed, Knowledge, Divine Attributes",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
35,39,"Tawheed, Disbelief, Accountability, Punishment, Guidance, Misguidance",Faith (Aqeedah),Fear,Spiritual reminder
35,40,"Tawheed, Disbelief, Guidance, Misguidance, Prophethood",Faith (Aqeedah),Awe,Makki Revelation
35,41,"Tawheed, Power, Mercy, Forgiveness, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
35,42,"Prophethood, Disbelief, Hypocrisy, Guidance, Misguidance, Lessons from history, Nations",History & Stories (Qasas al-Anbiya),Anger at Injustice,Historical story
35,43,"Lessons from history, Disbelief, Punishment, Guidance, Power, Wisdom",History & Stories (Qasas al-Anbiya),Fear,Moral teaching context
35,44,"Lessons from history, Power, Knowledge, Disbelief, Guidance, Fear, Mercy",Divine Attributes & Signs (Asma wa Sifat),Fear,Spiritual reminder
35,45,"Mercy, Punishment, Accountability, Power, Wisdom, Fear, Hope",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
36,1,"Revelation, Guidance, Faith",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
36,2,"Revelation, Wisdom, Guidance, Knowledge",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
36,3,"Prophethood, Revelation, Guidance, Faith",Faith (Aqeedah),Awe,Makki Revelation
36,4,"Guidance, Faith, Tawheed",Faith (Aqeedah),Hope,Spiritual reminder
36,5,"Revelation, Tawheed, Divine Attributes, Mercy, Power",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
36,6,"Prophethood, Guidance, Misguidance, Fear, Lessons from history",Faith (Aqeedah),Fear,Makki Revelation
36,7,"Disbelief, Prophethood, Revelation, Punishment, Lessons from history",Eschatology (Akhirah),Sadness,Makki Revelation
36,8,"Punishment, Power, Disbelief, Misguidance",Eschatology (Akhirah),Fear,Makki Revelation
36,9,"Punishment, Misguidance, Disbelief, Lessons from history, Power, Mercy",Eschatology (Akhirah),Fear,Makki Revelation
36,10,"Disbelief, Prophethood, Guidance, Misguidance, Punishment",Faith (Aqeedah),Sadness,Makki Revelation
36,11,"Prophethood, Guidance, Fear, Mercy, Forgiveness, Reward, Faith, Revelation",Faith (Aqeedah),Hope,Spiritual reminder
36,12,"Resurrection, Accountability, Knowledge, Power, Revelation",Eschatology (Akhirah),Awe,Eschatological context
36,13,"Prophethood, Nations, Lessons from history, Disbelief, Guidance, Misguidance",History & Stories (Qasas al-Anbiya),Sadness,Historical story
36,14,"Prophethood, Prophets, Disbelief, Guidance, Lessons from history",History & Stories (Qasas al-Anbiya),Determination,Historical story
36,15,"Prophethood, Revelation, Disbelief, Misguidance",Faith (Aqeedah),Anger at Injustice,Historical story
36,16,"Prophethood, Dua, Faith, Guidance, Knowledge","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Determination,Historical story
36,17,"Prophethood, Revelation, Guidance, Accountability",Faith (Aqeedah),Determination,Makki Revelation
36,18,"Prophethood, Disbelief, Punishment, Fear, Misguidance, Nations, Lessons from history",History & Stories (Qasas al-Anbiya),Fear,Historical story
36,19,"Prophethood, Disbelief, Misguidance, Lessons from history, Nations",History & Stories (Qasas al-Anbiya),Anger at Injustice,Historical story
36,20,"Prophethood, Guidance, Disbelief, Prophets, Society, Lessons from history",History & Stories (Qasas al-Anbiya),Determination,Historical story
36,21,"Prophethood, Guidance, Faith, Misguidance",Faith (Aqeedah),Hope,Makki Revelation
36,22,"Tawheed, Prophethood, Resurrection, Accountability, Faith, Guidance",Faith (Aqeedah),Determination,Makki Revelation
36,23,"Tawheed, Disbelief, Mercy, Power, Guidance, Fear",Faith (Aqeedah),Fear,Makki Revelation
36,24,"Misguidance, Prophethood, Faith, Disbelief",History & Stories (Qasas al-Anbiya),Fear,Historical story
36,25,"Faith, Prophethood, Guidance, Dua",Faith (Aqeedah),Determination,Historical story
36,26,"Heaven, Prophets, Lessons from history, Reward, Hope, Dua",History & Stories (Qasas al-Anbiya),Hope,Historical story
36,27,"Forgiveness, Gratitude, Mercy, Reward, Prophets","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Gratitude,Historical story
36,28,"Prophethood, Punishment, Lessons from history, Nations, Power, Mercy",History & Stories (Qasas al-Anbiya),Awe,Historical story
36,29,"Resurrection, Punishment, Nations, Lessons from history, Power, Fear",Eschatology (Akhirah),Fear,Historical story
36,30,"Prophethood, Disbelief, Lessons from history, Nations, Misguidance",History & Stories (Qasas al-Anbiya),Sadness,Makki Revelation
36,31,"Lessons from history, Nations, Punishment, Disbelief, Accountability, Resurrection",Eschatology (Akhirah),Fear,Makki Revelation
36,32,"Resurrection, Accountability, Punishment, Reward",Eschatology (Akhirah),Fear,Eschatological context
36,33,"Tawheed, Resurrection, Mercy, Power, Gratitude",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
36,34,"Gratitude, Mercy, Power, Heaven",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Eschatological context
36,35,"Gratitude, Tawheed, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
36,36,"Tawheed, Divine Attributes & Signs, Knowledge, Power, Gratitude",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
36,37,"Tawheed, Divine Attributes & Signs, Guidance, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
36,38,"Tawheed, Divine Attributes & Signs, Power, Knowledge, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
36,39,"Tawheed, Divine Attributes & Signs, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
36,40,"Tawheed, Divine Attributes & Signs, Power, Wisdom, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
36,41,"Prophets, Lessons from history, Guidance, Divine Attributes & Signs",History & Stories (Qasas al-Anbiya),Awe,Historical story
36,42,"Tawheed, Power, Mercy, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
36,43,"Punishment, Power, Disbelief, Mercy, Accountability",Eschatology (Akhirah),Fear,Eschatological context
36,44,"Mercy, Reward, Guidance",Divine Attributes & Signs (Asma wa Sifat),Hope,Spiritual reminder
36,45,"Fear, Mercy, Guidance, Accountability, Resurrection, Punishment, Reward",Eschatology (Akhirah),Fear,Spiritual reminder
36,46,"Disbelief, Revelation, Guidance, Misguidance, Prophethood",Divine Attributes & Signs (Asma wa Sifat),Sadness,Makki Revelation
36,47,"Disbelief, Misguidance, Zakat, Faith, Guidance, Justice, Kindness",Ethics & Morality (Akhlaq),Anger at Injustice,Moral teaching context
36,48,"Disbelief, Resurrection, Accountability, Punishment, Prophethood",Eschatology (Akhirah),Fear,Makki Revelation
36,49,"Resurrection, Punishment, Fear, Accountability",Eschatology (Akhirah),Fear,Eschological context
36,50,"Resurrection, Accountability, Punishment, Hell",Eschatology (Akhirah),Fear,Eschological context
36,51,"Resurrection, Accountability, Power, Fear, Awe",Eschatology (Akhirah),Awe,Eschological context
36,52,"Resurrection, Accountability, Prophethood, Heaven, Hell, Reward, Punishment, Mercy",Eschatology (Akhirah),Awe,Eschological context
36,53,"Resurrection, Accountability, Power, Fear, Awe",Eschatology (Akhirah),Awe,Eschological context
36,54,"Justice, Accountability, Reward, Punishment, Resurrection",Eschatology (Akhirah),Awe,Eschological context
36,55,"Heaven, Reward, Joy",Eschatology (Akhirah),Joy,Eschological context
36,56,"Heaven, Reward, Mercy, Faith",Eschatology (Akhirah),Joy,Eschological context
36,57,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
36,58,"Mercy, Heaven, Reward, Tawheed",Eschatology (Akhirah),Comfort,Eschological context
36,59,"Punishment, Accountability, Hell, Disbelief, Hypocrisy",Eschatology (Akhirah),Fear,Eschological context
36,60,"Tawheed, Disbelief, Guidance, Misguidance, Prophets, Fear",Faith (Aqeedah),Fear,Spiritual reminder
36,61,"Tawheed, Guidance",Faith (Aqeedah),Awe,Spiritual reminder
36,62,"Misguidance, Disbelief, Prophethood, Lessons from history, Accountability",Eschatology (Akhirah),Fear,Eschological context
36,63,"Hell, Punishment, Accountability, Disbelief",Eschatology (Akhirah),Fear,Eschological context
36,64,"Hell, Punishment, Disbelief, Accountability, Resurrection",Eschatology (Akhirah),Fear,Eschological context
36,65,"Accountability, Punishment, Resurrection, Hell, Justice",Eschatology (Akhirah),Fear,Eschological context
36,66,"Power, Wisdom, Guidance, Misguidance, Disbelief",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
36,67,"Power, Punishment, Resurrection, Accountability",Eschatology (Akhirah),Fear,Eschological context
36,68,"Resurrection, Accountability, Wisdom, Knowledge, Guidance, Misguidance",Eschatology (Akhirah),Awe,Spiritual reminder
36,69,"Prophethood, Revelation, Guidance, Wisdom",Faith (Aqeedah),Awe,Makki Revelation
36,70,"Prophethood, Revelation, Guidance, Disbelief, Punishment, Accountability",Eschatology (Akhirah),Fear,Makki Revelation
36,71,"Tawheed, Gratitude, Power, Wisdom",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
36,72,"Gratitude, Power, Wisdom, Guidance",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
36,73,"Gratitude, Tawheed, Mercy, Guidance",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
36,74,"Tawheed, Disbelief, Misguidance, Prophethood, Lessons from history",Faith (Aqeedah),Sadness,Makki Revelation
36,75,"Disbelief, Power, Resurrection, Accountability, Punishment, Lessons from history",Eschatology (Akhirah),Fear,Eschatological context
36,76,"Prophethood, Knowledge, Guidance, Hypocrisy, Faith",Faith (Aqeedah),Comfort,Makki Revelation
36,77,"Tawheed, Resurrection, Accountability, Faith, Disbelief",Eschatology (Akhirah),Awe,Spiritual reminder
36,78,"Resurrection, Disbelief, Tawheed, Power, Knowledge",Eschatology (Akhirah),Awe,Makki Revelation
36,79,"Tawheed, Resurrection, Power, Knowledge, Faith",Eschatology (Akhirah),Awe,Spiritual reminder
36,80,"Tawheed, Power, Mercy, Gratitude",Divine Attributes & Signs (Asma wa Sifat),Gratitude,Spiritual reminder
36,81,"Tawheed, Power, Knowledge, Resurrection",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
36,82,"Tawheed, Power, Divine Attributes & Signs",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
36,83,"Tawheed, Power, Resurrection, Accountability",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
37,1,"Prophethood, Divine Attributes & Signs, Guidance, Faith",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
37,2,"Resurrection, Accountability, Punishment, Fear, Power",Eschatology (Akhirah),Fear,Eschological context
37,3,"Revelation, Qur'an, Dhikr","Supplication & Spirituality (Dua, Dhikr, Tazkiyah)",Awe,Spiritual reminder
37,4,"Tawheed, Faith, Guidance",Faith (Aqeedah),Awe,Makki Revelation
37,5,"Tawheed, Divine Attributes & Signs",Faith (Aqeedah),Awe,Makki Revelation
37,6,"Tawheed, Divine Attributes & Signs, Power, Wisdom, Heaven",Divine Attributes & Signs (Asma wa Sifat),Awe,Spiritual reminder
37,7,"Prophethood, Revelation, Protection, Guidance, Mercy",Faith (Aqeedah),Awe,Makki Revelation
37,8,"Hell, Punishment, Disbelief, Misguidance",Eschatology (Akhirah),Fear,Eschological context
37,9,"Punishment, Hell, Disbelief, Fear",Eschatology (Akhirah),Fear,Eschatological context
37,10,"Revelation, Prophethood, Angels, Divine Protection, Misguidance, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
37,11,"Tawheed, Power, Knowledge, Disbelief, Guidance",Divine Attributes & Signs (Asma wa Sifat),Awe,Makki Revelation
37,12,"Prophethood, Disbelief, Misguidance, Revelation",History & Stories (Qasas al-Anbiya),Anger at Injustice,Makki Revelation
37,13,"Disbelief, Misguidance, Hypocrisy, Guidance",Faith (Aqeedah),Sadness,Spiritual reminder
37,14,"Disbelief, Misguidance, Prophethood, Revelation",Divine Attributes & Signs (Asma wa Sifat),Anger at Injustice,Makki Revelation
37,15,"Disbelief, Prophethood, Revelation, Misguidance",Faith (Aqeedah),Anger at Injustice,Makki Revelation
37,16,"Resurrection, Accountability, Disbelief, Faith",Eschatology (Akhirah),Fear,Makki Revelation
37,17,"Prophets, Nations, Lessons from history, Disbelief, Misguidance",History & Stories (Qasas al-Anbiya),Sadness,Historical story
37,18,"Prophethood, Disbelief, Punishment, Power, Justice",Eschatology (Akhirah),Fear,Eschological context
37,19,"Resurrection, Accountability, Punishment, Fear, Power",Eschatology (Akhirah),Fear,Eschological context
37,20,"Hell, Resurrection, Accountability, Punishment, Fear",Eschatology (Akhirah),Fear,Eschological context
37,21,"Resurrection, Accountability, Punishment, Disbelief, Hell",Eschatology (Akhirah),Fear,Eschological context
37,22,"Accountability, Punishment, Hell, Resurrection, Disbelief, Misguidance",Eschatology (Akhirah),Fear,Eschological context
37,23,"Tawheed, Hell, Punishment, Misguidance, Disbelief",Eschatology (Akhirah),Fear,Eschological context
37,24,"Accountability, Hell, Resurrection, Punishment",Eschatology (Akhirah),Fear,Eschological context
37,25,"Accountability, Punishment, Hell, Resurrection, Disbelief, Hypocrisy",Eschatology (Akhirah),Fear,Eschatological context
37,26,"Resurrection, Accountability, Punishment, Fear, Disbelief",Eschatology (Akhirah),Fear,Eschatological context
37,27,"Resurrection, Accountability, Hell, Punishment, Fear",Eschatology (Akhirah),Fear,Eschological context
37,28,"Prophets, Nations, Lessons from history, Disbelief, Accountability",History & Stories (Qasas al-Anbiya),Fear,Eschatological context
37,29,"Disbelief, Hypocrisy, Accountability, Hell, Resurrection",Eschatology (Akhirah),Fear,Eschological context
37,30,"Disbelief, Punishment, Misguidance, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Sadness,Historical story
37,31,"Hell, Punishment, Accountability, Resurrection",Eschatology (Akhirah),Fear,Eschological context
37,32,"Misguidance, Disbelief, Lessons from history, Nations, Punishment",History & Stories (Qasas al-Anbiya),Sadness,Historical story
37,33,"Punishment, Hell, Accountability, Resurrection",Eschatology (Akhirah),Fear,Eschological context
37,34,"Punishment, Justice, Lessons from history, Nations, Disbelief",Eschatology (Akhirah),Fear,Historical story
37,35,"Tawheed, Disbelief, Hypocrisy, Lessons from history, Misguidance",Faith (Aqeedah),Anger at Injustice,Historical story
37,36,"Disbelief, Prophethood, Misguidance, Hypocrisy",Faith (Aqeedah),Anger at Injustice,Makki Revelation
37,37,"Prophethood, Revelation, Faith, Guidance",Faith (Aqeedah),Awe,Makki Revelation
37,38,"Punishment, Hell, Disbelief, Fear, Accountability",Eschatology (Akhirah),Fear,Eschological context
37,39,"Accountability, Reward, Punishment, Resurrection, Justice",Eschatology (Akhirah),Fear,Eschological context
37,40,"Mercy, Faith, Reward, Heaven, Divine Protection",Eschatology (Akhirah),Hope,Eschological context
37,41,"Reward, Heaven, Faith",Eschatology (Akhirah),Hope,Eschological context
37,42,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
37,43,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
37,44,"Heaven, Reward, Hope",Eschatology (Akhirah),Hope,Eschological context
37,45,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
37,46,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
37,47,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
37,48,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
37,49,"Heaven, Reward, Mercy",Eschatology (Akhirah),Hope,Eschological context
37,50,"Resurrection, Accountability, Hell, Punishment, Fear",Eschatology (Akhirah),Fear,Eschological context
37,51,"Hell, Accountability, Punishment, Resurrection, Lessons from history",Eschatology (Akhirah),Fear,Eschological context
37,52,"Prophethood, Faith, Disbelief, Prophets, Lessons from history",History & Stories (Qasas al-Anbiya),Awe,Historical story
37,53,"Resurrection, Accountability, Punishment, Fear, Disbelief",Eschatology (Akhirah),Fear,Eschatological context
37,54,"Prophets, Heaven, Resurrection, Accountability, Reward",Eschatology (Akhirah),Awe,Eschological context
37,55,"Hell, Punishment, Disbelief, Accountability, Resurrection",Eschatology (Akhirah),Fear,Eschatological context
37,56,"Prophets, Disbelief, Punishment, Fear, Lessons from history",History & Stories (Qasas al-Anbiya),Fear,Historical story
37,57,"Mercy, Gratitude, Hope, Accountability, Punishment, Faith",Eschatology (Akhirah),Gratitude,Eschological context
37,58,"Resurrection, Accountability, Disbelief, Faith",Eschatology (Akhirah),Fear,Eschatological context
37,59,"Resurrection, Accountability, Punishment, Faith, Disbelief",Eschatology (Akhirah),Fear,Eschological context
37,60,"Reward, Heaven, Faith",Eschatology (Akhirah),Hope,Eschological context
37,61,"Reward, Heaven, Gratitude, Faith",Eschatology (Akhirah),Hope,Eschological context
37,62,"Hell, Punishment, Disbelief, Misguidance",Eschatology (Akhirah),Fear,Eschological context
37,63,"Punishment, Hell, Disbelief, Misguidance",Eschatology (Akhirah),Fear,Eschological context
37,64,"Hell, Punishment, Misguidance",Eschatology (Akhirah),Fear,Eschological context
37,65,"Hell, Punishment, Misguidance, Disbelief",Eschatology (Akhirah),Fear,Eschological context
37,66,"Hell, Punishment, Disbelief",Eschatology (Akhirah),Fear,Eschological context
37,67,"Hell, Punishment, Disbelief",Eschatology (Akhirah),Fear,Eschological context
37,68,"Hell, Punishment, Resurrection, Accountability",Eschatology (Akhirah),Fear,Eschological context
37,69,"Lessons from history, Misguidance, Disbelief, Nations",History & Stories (Qasas al-Anbiya),Sadness,Historical story
37,70,"Disbelief, Misguidance, Punishment, Hell, Lessons from history, Nations",Eschatology (Akhirah),Fear,Historical story
37,71,"Lessons from history, Misguidance, Nations, Disbelief",History & Stories (Qasas al-Anbiya),Sadness,Historical story
37,72,"Prophethood, Nations, Lessons from history, Guidance, Misguidance",History & Stories (Qasas al-Anbiya),Awe,Historical story
